id	timestamp	code_sha256	parameters	basis	precision	quotient	rigorous_status	wall_seconds	peak_memory_kb	notes
BV-D14-GRID38-CUTOFF-CROSS-R0-V1-ABORT	2026-09-03T09:25:36+02:00	deceb6c6248fa97e65c9ce5a604081f3b05f0b7c838dea2f1d1c525a59bea905	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=0;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	Fraction exact pinned cutoff-aware v1 runner	NA	RESOURCE-ABORTED AT AGREED 25-MINUTE CAP;NO SHARD;NO QUOTIENT	1500	unknown-under-cap	Runner passed all source/LCM/dilation gates; kernel completed in8.636s and exact primitive families in88.671s. The uncheckpointed reference radial/integration stage then ran for more than23 minutes with no output and was interrupted by Ctrl-C at the agreed total cap, exit1. No output file or partial scalar exists. Pre-certificate hostile audit report SHAebcd39d.
BV-D14-GRID38-CUTOFF-CROSS-R0-FAST-V2	2026-09-03T09:34:50+02:00	4613b0fb117bf58c732e9bdeb22fa9d847a1152cc1bcac3b8b92f584231709d3	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=0;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	Fraction exact geometry;common-denominator integer radial accumulation;collected affine scalar moments	NA	EXACT COMMON-r SHARD PASS;STRUCTURAL RESULT AUDIT PASS;NOT A QUOTIENT	543.7258551011328	537396	Output SHA6594f8a5; exact recombination of all four high/low branches gives scaled_b_shard with exactly one factor48 and positive value. Family/radial denominator bits515/487, combined1002; integer radial44.857s and exact collected integration404.164s. Fast-v2 pre-certificate audit report SHA6d7326c; independent result checker SHA43a46b6a passed live closure/schema/branch/LCM checks. Full 13-shard sum remains pending.
BV-D14-GRID38-CUTOFF-CROSS-R12-FAST-V2-ABORT	2026-09-03T10:05:30+02:00	4613b0fb117bf58c732e9bdeb22fa9d847a1152cc1bcac3b8b92f584231709d3	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=12;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	Fraction exact geometry;late-filtered common-denominator integer radial accumulation	NA	RESOURCE-ABORTED AT AGREED 30-MINUTE CHECKPOINT;NO SHARD;NO QUOTIENT	1800	unknown-under-cap	Kernel completed in9.919s and primitive families in99.234s. The v2 radial backend constructs all small-coordinate inclusion-exclusion shifts before filtering to target h<=2; its uncheckpointed final stage exceeded28 minutes and was interrupted by Ctrl-C, exit1. No output file/partial scalar exists. This motivated separately audited early maximum-shift pruning in v3 report SHA0888d303.
BV-D14-GRID38-CUTOFF-CROSS-R12-PRUNED-V3-ABORT	2026-09-03T10:38:33+02:00	ce5236eaed52be549a316587e8c3c543a0b02b1594c14ba32f4c1a877fd9bb26	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=12;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	Fraction exact geometry;maximum-shift-pruned integer radial accumulation;collected-affine scalar moments	NA	RESOURCE-ABORTED ON ROOT-DIRECTED V5 PIVOT;NO SHARD;NO QUOTIENT	about1983	unknown-under-cap	Audited runner passed source/LCM/dilation gates; kernel completed in9.072s and primitive families in94.893s. The uncheckpointed exact radial/integration stage remained alive but silent through roughly31 further minutes and was interrupted cleanly by Ctrl-C after the separately audited global-product v5 path became available. Exit1; immutable final path was absent and no partial scalar exists. V3 pre-certificate audit report SHA0888d303.
BV-D14-GRID38-CUTOFF-CROSS-R12-COLLECTED-V5-ABORT	2026-09-03T11:13:04+02:00	eaa22454347d17201c60c30e1ed5ac01e34ba39368bc4711c1ea2c7f6d03ba82	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=12;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	Fraction exact geometry;maximum-shift-pruned radialization;globally collected integer scalar moments	NA	RESOURCE-ABORTED ON ROOT-AUTHORIZED FIXED-V6 PIVOT;NO SHARD;NO QUOTIENT	about2069	unknown-under-cap	Audited runner passed source/LCM/dilation gates; kernel completed in8.794s and primitive families in91.613s. The combined radial/integration stage remained alive but silent through roughly33 further minutes; after fixed-v6 received an independent scoped pre-certificate audit pass, this process was interrupted cleanly (exit130). The immutable final path was verified absent and no partial scalar exists. V5 source audit report SHA4c4aa1d8; target r0 exact replay had separately passed.
BV-D14-GRID38-CUTOFF-CROSS-R12-FIXED-V6-ABORT	2026-09-03T11:43:32+02:00	89c7c57aa439b0535bd17b85683dd1fd4ece2d1439e1b5d8bd9562c44eb57e17	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=12;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	fixed-denominator direct integer radialization;globally collected exact moment contraction	NA	RESOURCE-ABORTED AT ROOT-DIRECTED 30-MINUTE CAP;NO SHARD;NO QUOTIENT	about1827	unknown-under-cap	Audited runner passed source/LCM/dilation gates; kernel completed in9.229s and primitive families in86.879s. The uncheckpointed fixed radial/integration stage remained alive but silent through roughly28.5 further minutes and was interrupted cleanly (exit130) at the stated total cap after cached-v7 had its own scoped pre-certificate pass. The immutable final path was verified absent and no partial scalar exists. Fixed-v6 source audit independent tests SHA bcb7411a.
BV-D14-GRID38-CUTOFF-CROSS-R11-PRUNED-V3-ABORT	2026-09-03T10:38:00+02:00	ce5236eaed52be549a316587e8c3c543a0b02b1594c14ba32f4c1a877fd9bb26	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=11;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	Fraction exact geometry;maximum-shift-pruned integer radial accumulation;collected-affine scalar moments	NA	RESOURCE-ABORTED ON ROOT-DIRECTED V5 PIVOT;NO SHARD;NO QUOTIENT	unknown-under-35m-cap	unknown-under-cap	Runner passed source/LCM/dilation gates; kernel completed in9.202s and primitive families in92.793s. The uncheckpointed radial/integration stage was interrupted cleanly by SIGINT (exit130) when collected-v5 superseded it. The wrapping time trailer was not emitted; launch accounting remained below the then-frozen35-minute cap. The immutable final path was verified absent and no partial scalar exists. V3 pre-certificate audit report SHA0888d303.
BV-D14-GRID38-CUTOFF-CROSS-R11-COLLECTED-V5-ABORT	2026-09-03T11:13:32+02:00	eaa22454347d17201c60c30e1ed5ac01e34ba39368bc4711c1ea2c7f6d03ba82	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=11;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	Fraction exact geometry;maximum-shift-pruned radialization;globally collected integer scalar moments	NA	RESOURCE-ABORTED ON ROOT-AUTHORIZED FIXED-V6 PIVOT;NO SHARD;NO QUOTIENT	unknown-less-than-1618	unknown-under-cap	Audited runner passed source/LCM/dilation gates; kernel completed in8.853s and primitive families in89.867s. The combined radial/integration stage remained alive but silent until the fixed-v6 pivot; SIGINT returned exit1 with only the terminal ^C marker. The exact time trailer was not emitted; the1618s bound is from the preceding r0 publication at10:46:34 to the abort-ledger timestamp11:13:32, and the true r11 wall is smaller. The immutable final path was verified absent and no partial scalar exists. V5 target r0 had independently exact-matched fast-v2 before this launch.
BV-D14-GRID38-CUTOFF-CROSS-R11-FIXED-V6-ABORT	2026-09-03T11:47:59+02:00	89c7c57aa439b0535bd17b85683dd1fd4ece2d1439e1b5d8bd9562c44eb57e17	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=11;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	fixed-denominator direct integer radialization;globally collected exact moment contraction	NA	RESOURCE-ABORTED AFTER ROOT-DIRECTED 30-MINUTE CAP;NO SHARD;NO QUOTIENT	about2030	unknown-under-cap	Frozen runner passed source/LCM/dilation gates; kernel completed in8.744s and primitive families in88.855s. The fixed radial/integration stage remained alive and silent. Result-directory timestamp11:14:09 and stop confirmation11:47:59 establish about2030s total wall: the operator poll estimate omitted message/tool overhead and overshot the requested cap by about230s. The process was then interrupted cleanly (exit1; ^C only); immutable final path was verified absent and no partial scalar exists. No self-pivot or further shard was launched.
BV-D14-GRID38-CUTOFF-CROSS-R12-CACHED-V7-ABORT	2026-09-03T12:28:53+02:00	b427c6961c377cb79d5a72b54f8c2e8c7642b87d66d338f53b5dc56d98991984	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=12;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	cached fixed-denominator direct integer radialization;globally collected exact moment contraction	NA	RESOURCE-ABORTED AT ABSOLUTE 45-MINUTE CAP;NO SHARD;NO QUOTIENT	2700	unknown-under-cap	Audited cached-v7 runner passed recursive source/LCM/dilation and immutable-publisher gates; kernel completed in8.742s and primitive families in87.098s. The cached radial/integration stage remained alive and silent until the predeclared absolute deadline 2026-09-03T12:28:36+02:00 (start 11:43:36); it was interrupted immediately after the final deadline poll with SIGINT exit130. The immutable final path and result directory were verified empty, so no partial scalar or sign exists. Source audit report SHAba363e9f; pinned result checker SHA80ec3329 was not invoked because no result published. Full-direction r12 is now held/retired from the R<=9 contingency semantics.
BV-D14-GRID38-CUTOFF-CROSS-R11-CACHED-V7-ABORT	2026-09-03T12:21:22+02:00	b427c6961c377cb79d5a72b54f8c2e8c7642b87d66d338f53b5dc56d98991984	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=11;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	cached fixed-denominator radial integers;globally collected exact moment contraction	NA	RESOURCE-ABORTED AT OS-ENFORCED 30-MINUTE CAP;NO SHARD;NO QUOTIENT	1800.48	470608	Prelaunch timestamp marker2026-09-03T11:51:20.969532223+02:00; timeout began about one second later and exited124 after exactly30:00.48 wall. Kernel completed in8.869s and primitive families in84.997s; SIGINT traceback located the active work in exact polygon monomial Fraction multiplication/gcd. User1750.69s;system4.48s;97percent CPU;no swaps or file output. Immutable common_r_11.json absence was confirmed at2026-09-03T12:21:40.580361763+02:00; no partial scalar exists. Checker SHA80ec3329 was therefore not run on a nonexistent result.
FIXED-POLYGON-V8-R0-LAUNCH-SMOKE	2026-09-03T12:34:04+02:00	36a8e027c83cabb272aa28a5d542dc571793cbcf90c5ca48787bc20092a55b72	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=0;30s-cap	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	fixed-polygon-v8 diagnostic launch;exact arithmetic	NA	DIAGNOSTIC TIMEOUT;NO SHARD;NO QUOTIENT	30.001	unknown	Repaired runtime-module injection passed the former immediate PosixPath AttributeError, recursive source/LCM/dilation gates, and completed the exact kernel in11.843s. OS timeout interrupted primitive-family Fraction construction before the new polygon path; exit124, no output published. This is launch wiring evidence only, not an integration or certificate result.
FIXED-POLYGON-V8-ORIGINAL-RUNNER-REJECTION	2026-09-03T12:31:00+02:00	649c50273dce8de9dce04014eb602f41a3ed005ed2593f5b89f15ad3196d9e79	k=48;common-r=0;prelaunch hostile reproduction	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	exact fixed-polygon-v8 prelaunch invocation	NA	AUDIT FAIL;RUNNER UNLAUNCHABLE;NO SHARD;NO QUOTIENT	0.9	unknown	Independent smallest counterexample: the frozen runner assigned _polygon_monomial_batch to base.RADIAL, which is a PosixPath rather than the runtime radial module, and exited with AttributeError before build. Reproducer SHA2a53a1e7; failure report SHA6f84847a. This snapshot is permanently rejected and superseded by repaired runner SHA36a8e027.
FIXED-POLYGON-V8-DEGREE80-INDEPENDENT-AUDIT	2026-09-03T12:49:00+02:00	da0dab6479cd4c14767375ae7e78aa556b13d3cc6e1563a69f7daa0eb3ea1f81	k=48;r=1..12;804 target domain-shifts;438 exact polygons;max polygon moment degree80	fixed polygon core SHA4100a9ee versus pinned original Fraction oracle SHA1787e7b4	Fraction exact;normal and -O in disjoint private bytecode caches	NA	EXACT TARGET-DOMAIN ORACLE PASS;SCOPED PRE-CERT AUDIT;NO SHARD/QUOTIENT	209.376 normal;216.872 optimized	unknown	Every target polygon matched at eight exact sentinels including degree80 axes and mixed cases;all reduced denominators divide L^82*82!. Sixteen seeded orientations swept every total degree0..80 plus balanced(40,40). Dynamic fake build proved repaired runner SHA36a8e027 patches exactly the runtime radial module;29 recursive pins passed. Independent report SHA9c4d572d.
FIXED-POLYGON-V8-R8-DEGREE80-BATCH-COST	2026-09-03T12:53:00+02:00	4100a9eeb86563ae84bf02ed4df9a2a5b696b5cc9ff163d15ac482b242b637bb	k=48;common-r=8;low-Stotal;shift=3;five-vertex target polygon;666 translated-triangular moments through degree80	fixed target polygon moment batch only	Fraction exact integer-fixed denominator;old Fraction oracle timing comparison	NA	EXACT COST PROBE ONLY;OLD ORACLE RESOURCE-ABORTED;NO SHARD/QUOTIENT	59.0484 fixed;old oracle greater-than270	unknown	New core completed the full 666-moment batch. The original Fraction oracle on the identical batch remained unfinished after270s and was interrupted, so measured speedup is greater than4.57 on this hard batch; no incomplete old-oracle value or sign is used. Conservative r8 polygon-stage projection49m by charging every nonempty row the pentagon time; triangle-count projection about27m.
BV-D14-GRID38-CUTOFF-CROSS-R9-CACHED-V7-ABORT	2026-09-03T12:56:42.202372088+02:00	b427c6961c377cb79d5a72b54f8c2e8c7642b87d66d338f53b5dc56d98991984	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=9;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	cached fixed-denominator radial integers;globally collected exact moment contraction	NA	RESOURCE-ABORTED ON ROOT-AUTHORIZED FIXED-POLYGON-V8 PIVOT;NO SHARD;NO QUOTIENT	less-than-or-equal-to-2005.677529811	unavailable-after-PTY-interrupt	Prelaunch marker2026-09-03T12:23:16.524842277+02:00 and stop marker2026-09-03T12:56:42.202372088+02:00 bound wall by2005.677529811s; the Python process began slightly after the first marker. Kernel completed in8.077s and primitive families in86.047s; last known stage was exact polygon-moment Fraction contraction inside integer_radialize_and_collected_integrate. Root released independently audited repaired fixed-polygon-v8 and directed immediate pivot. PTY SIGINT returned exit1 with only ^C, so /usr/bin/time did not emit per-process RSS; this is recorded as unavailable rather than inferred. Immutable common_r_09.json was verified absent; no partial scalar exists.
GREEN-POLYGON-V9-R8-HARD-BATCH-COST	2026-09-03T13:07:00+02:00	5ae1adb3932d469919b6f5c83df7017732846da728cac19317ff1176cecbec56	k=48;common-r=8;low-Stotal;shift=3;five-vertex target polygon;666 moments x^(8+a)y^(37+b),a+b<=35;E=80	target mixed D19/D14 moment inventory	Green boundary exact integers;L^(E+2)((E+2)!)^2;normal and -O isolated	NA	EXACT COST/EQUALITY-CANDIDATE PROBE ONLY;NO SHARD/QUOTIENT	0.998330 normal;1.199960 optimized	unknown	Both modes produced identical exact-moment digest ca9b3fec5b0dccc20afbc8e0eb717e8fe00152287e9c4bf2311427dc13a163d8. This is 59.15x faster than fixed-triangle-v8's exact59.0484s hard-batch timing, but transitive independent equality/audit and a result checker are mandatory before any v9 target launch. Benchmark source SHA480f8c2e; v9 runner candidate SHA3aacfd20.
BV-D14-GRID38-CUTOFF-CROSS-R8-FIXED-POLYGON-V8	2026-09-03T13:14:00+02:00	36a8e027c83cabb272aa28a5d542dc571793cbcf90c5ca48787bc20092a55b72	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=8;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	cached fixed-denominator radial integers;fixed-denominator exact polygon moment batches;Fraction exact	NA	EXACT COMMON-r SHARD PASS;INDEPENDENT STRUCTURAL/RESULT CHECKER PASS NORMAL/-O;NOT AN AGGREGATE QUOTIENT	1046.608464	774816	Immutable result SHA ffbeb7f3cbc13c279a8c89b561d93af36fafed8d2442c90d22bb6c244e531631; exact scaled value positive with numerator/denominator bits2364/2477 (diagnostic9.62719969197490044e-35). Kernel7.835s,families82.464s,radial100.007s,fixed polygon integration855.659s. Checker ec0162 normal and -O/-B/-I private produced byte-identical audit SHA777497db; exact factor48 recombination,source closure,branch families,fixed denominator/cache relations all passed. Separate hostile result audit pending at ledger time.
BV-D14-GRID38-CUTOFF-CROSS-R9-FIXED-POLYGON-V8	2026-09-03T13:13:34+02:00	36a8e027c83cabb272aa28a5d542dc571793cbcf90c5ca48787bc20092a55b72	k=48;delta=1/60;alpha1=103/400;alpha2=9500917/36000000;eta=8960917/36000000;common-r=9;Fscale=1e87;Hscale=1e38	strict exact D19 v2 inner crossed with naturally dilated D14 grid38 outer	fixed-denominator/cached radial integers;fixed-polygon batch moments;globally collected exact contraction	NA	EXACT COMMON-r SHARD PASS;RESULT CHECKER PASS NORMAL/-O;NO AGGREGATE OR QUOTIENT	897.4780469150282 internal;897.85 wall	666460	Artifact SHAe9397f72; exact scaled b=8.0151344233243779198946208917843792806155093481576730627403870044362365805482604e-37 and unscaled b=8.0151344233243779198946208917843792806155093481576730627403870044362365805482604e-162. Kernel8.516s;families87.208s;cached radial82.998s;fixed-polygon collected integration717.709s. Checker SHAec0162a7 bound input SHA and recombined exactly; normal/-O audit outputs are byte-identical SHA86b8926e. Producer and both checkers ran with -B/-I and distinct mode700 empty private pycache directories; result SHA remained unchanged after audit. No next shard launched.
